variable,valor
gasvarsoja211,0.32663082903963836
gasvarsoja212,0.26594369234074205
gasvarsoja213,0.3582707335764108
gasvarsoja214,0.36901340026719565
gasvarsoja215,0.425935388968805
gasvarsoja216,0.3461137135625957
gasvargirasol1,0.21082403302247366
gasvargirasol2,0.2111653374598262
gasvargirasol3,0.27913100724160633
gasvargirasol4,0.21160589060308557
gasvargirasol5,0.21154157886205222
gasvargirasol6,0.21125281320330083
gasvargirasol7,0.21104428649535267
gasvargirasol8,0.2433348063043158
gasvargirasol9,0.2795698924731183
gasvargirasol10,0.27934111187371313
gasvargirasol11,0.28
gasvargirasol12,0.21107589035987323
gasvargirasol13,0.2787865840632343
gasvargirasol14,0.3095533498759305
gasvargirasol15,0.3990255376344086
gasvargirasol16,0.3151982025357086
gasvarcebada1,0.2588919288645691
gasvarcebada2,0.258426250398216
gasvarcebada3,0.3538564497239418
gasvarcebada4,0.3234406928091855
gasvarcebada5,0.27142549526270454
gasvarcebada6,0.2793920189054192
gasvarcebada7,0.2797932816537468
gasvarcebada8,0.32158797275076345
gasvarcebada9,0.36120105975861055
gasvarcebada10,0.36209878916009997
gasvarcebada11,0.004651162790697674
gasvarcebada12,0.2799847502859321
gasvarcebada13,0.4038958457563109
gasvarcebada14,1.3534883720930233
gasvarcebada15,0.4961240310077519
gasvarcebada16,0.6032657100445324
gasvarsorgo1,0.28446455505279034
gasvarsorgo2,0.28467315469048576
gasvarsorgo3,0.40848424433737607
gasvarsorgo4,0.30786673643816503
gasvarsorgo5,0.307840521713354
gasvarsorgo6,0.28694460755529455
gasvarsorgo7,0.29600891861761425
gasvarsorgo8,0.3654932637983485
gasvarsorgo9,0.3979745744451627
gasvarsorgo10,0.3981708312918504
gasvarsorgo11,0.39811486540458496
gasvarsorgo12,0.3080526031345704
gasvarsorgo13,0.445282386458857
gasvarsorgo14,0.567625758465453
gasvarsorgo15,0.5679993765100149
gasvarsorgo16,0.4560798678445737
gesptrigo1,72.0
gespmaiz1,180.0
gespsoja11,180.0
gespsoja21,108.0
gespgirasol1,180.0
gespcebada1,72.0
gespsorgo1,180.0
gesptrigo2,72.0
gespmaiz2,180.0
gespsoja12,180.0
gespsoja22,108.0
gespgirasol2,180.0
gespcebada2,72.0
gespsorgo2,180.0
gesptrigo4,71.3
gespmaiz4,118.8
gespsoja14,118.8
gespsoja24,47.5
gespgirasol4,118.8
gespcebada4,71.3
gespsorgo4,118.8
gesptrigo5,83.2
gespmaiz5,118.8
gespsoja15,118.8
gespsoja25,35.6
gespgirasol5,118.8
gespcebada5,83.2
gespsorgo5,118.8
gesptrigo6,36.0
gespmaiz6,90.0
gespsoja16,90.0
gespsoja26,54.0
gespgirasol6,90.0
gespcebada6,36.0
gespsorgo6,90.0
gesptrigo9,41.8
gespmaiz9,104.4
gespsoja19,104.4
gespsoja29,62.6
gespgirasol9,104.4
gespcebada9,41.8
gespsorgo9,104.4
gesptrigo10,47.5
gespmaiz10,118.8
gespsoja110,118.8
gespsoja210,71.3
gespgirasol10,118.8
gespcebada10,47.5
gespsorgo10,118.8
gesptrigo13,29.5
gespmaiz13,73.8
gespsoja113,73.8
gespsoja213,44.3
gespgirasol13,73.8
gespcebada13,29.5
gespsorgo13,73.8
gesptrigo15,28.8
gespmaiz15,72.0
gespsoja115,72.0
gespsoja215,43.2
gespgirasol15,72.0
gespcebada15,28.8
gespsorgo15,72.0
gesptrigo16,33.1
gespmaiz16,82.8
gespsoja116,82.8
gespsoja216,49.7
gespgirasol16,82.8
gespcebada16,33.1
gespsorgo16,82.8
gespsoja27,48.6
gespgirasol7,81.0
notuse7,81.0
gespcebada7,32.4
gespsorgo7,81.0
notuse27,81.0
gesptrigo7,32.4
gespmaiz7,81.0
gespsoja17,81.0
gespsoja111,82.8
gespsoja211,49.7
gespgirasol11,82.8
gespsorgo11,82.8
gesptrigo11,33.1
gespmaiz11,82.8
gespnotuse14,nan
gespsoja114,82.8
gespsoja214,49.7
gespgirasol14,82.8
gespcebada14,82.8
gespsorgo14,82.8
gesptrigo14,33.1
gespmaiz14,82.8
gespsoja18,88.2
gespsoja28,52.9
gespgirasol8,88.2
gespnotuse8,88.2
gespcebada8,35.3
gespsorgo8,88.2
gespnotuse28,88.2
gesptrigo8,35.3
gespmaiz8,88.2
gespsoja112,108.0
gespsoja212,64.8
gespgirasol12,108.0
gespnotuse12,108.0
gespcebada12,43.2
gespsorgo12,108.0
gespnotuse212,108.0
gesptrigo12,43.2
gespmaiz12,108.0
gespcebada3,43.2
gespsorgo3,108.0
notuse23,108.0
gesptrigo3,43.2
gespmaiz3,108.0
gespsoja13,108.0
gespsoja23,64.8
gespgirasol3,108.0
notuse3,108.0
gesatrigo,26.8
gesamaiz,67.0
gesasoja1,67.0
gesasoja2,40.2
gesagirasol,67.0
gesacebada,26.8
gesasorgo,67.0
arrendmaiz1,523.08
arrendgirasol1,523.08
arrendsoja11,523.08
arrendsorgo1,523.08
arrendsoja21,313.84800000000003
arrendtrigo1,209.23200000000003
arrendcebada1,209.23200000000003
arrendmaiz2,464.96000000000004
arrendgirasol2,464.96000000000004
arrendsoja12,464.96000000000004
arrendsorgo2,464.96000000000004
arrendsoja22,278.97600000000004
arrendtrigo2,185.98400000000004
arrendcebada2,185.98400000000004
arrendmaiz3,406.84000000000003
arrendgirasol3,406.84000000000003
arrendsoja13,406.84000000000003
arrendsorgo3,406.84000000000003
arrendsoja23,244.10400000000003
arrendtrigo3,162.73600000000002
arrendcebada3,162.73600000000002
arrendmaiz4,290.6
arrendgirasol4,290.6
arrendsoja14,290.6
arrendsorgo4,290.6
arrendsoja24,174.36
arrendtrigo4,116.24000000000001
arrendcebada4,116.24000000000001
arrendmaiz5,377.78000000000003
arrendgirasol5,377.78000000000003
arrendsoja15,377.78000000000003
arrendsorgo5,377.78000000000003
arrendsoja25,226.66800000000003
arrendtrigo5,151.11200000000002
arrendcebada5,151.11200000000002
arrendmaiz6,319.66
arrendgirasol6,319.66
arrendsoja16,319.66
arrendsorgo6,319.66
arrendsoja26,191.79600000000002
arrendtrigo6,127.86400000000002
arrendcebada6,127.86400000000002
arrendmaiz7,261.54
arrendgirasol7,261.54
arrendsoja17,261.54
arrendsorgo7,261.54
arrendsoja27,156.92400000000001
arrendtrigo7,104.61600000000001
arrendcebada7,104.61600000000001
arrendmaiz8,348.72
arrendgirasol8,348.72
arrendsoja18,348.72
arrendsorgo8,348.72
arrendsoja28,209.23200000000003
arrendtrigo8,139.48800000000003
arrendcebada8,139.48800000000003
arrendmaiz9,377.78000000000003
arrendgirasol9,377.78000000000003
arrendsoja19,377.78000000000003
arrendsorgo9,377.78000000000003
arrendsoja29,226.66800000000003
arrendtrigo9,151.11200000000002
arrendcebada9,151.11200000000002
arrendmaiz10,290.6
arrendgirasol10,290.6
arrendsoja110,290.6
arrendsorgo10,290.6
arrendsoja210,174.36
arrendtrigo10,116.24000000000001
arrendcebada10,116.24000000000001
arrendmaiz11,145.3
arrendgirasol11,145.3
arrendsoja111,145.3
arrendsorgo11,145.3
arrendsoja211,87.18
arrendtrigo11,58.120000000000005
arrendcebada11,58.120000000000005
arrendmaiz12,203.42000000000002
arrendgirasol12,203.42000000000002
arrendsoja112,203.42000000000002
arrendsorgo12,203.42000000000002
arrendsoja212,122.05200000000002
arrendtrigo12,81.36800000000001
arrendcebada12,81.36800000000001
arrendmaiz13,232.48000000000002
arrendgirasol13,232.48000000000002
arrendsoja113,232.48000000000002
arrendsorgo13,232.48000000000002
arrendsoja213,139.48800000000002
arrendtrigo13,92.99200000000002
arrendcebada13,92.99200000000002
arrendmaiz14,232.48000000000002
arrendgirasol14,232.48000000000002
arrendsoja114,232.48000000000002
arrendsorgo14,232.48000000000002
arrendsoja214,139.48800000000002
arrendtrigo14,92.99200000000002
arrendcebada14,92.99200000000002
arrendmaiz15,232.48000000000002
arrendgirasol15,232.48000000000002
arrendsoja115,232.48000000000002
arrendsorgo15,232.48000000000002
arrendsoja215,139.48800000000002
arrendtrigo15,92.99200000000002
arrendcebada15,92.99200000000002
arrendmaiz16,203.42000000000002
arrendgirasol16,203.42000000000002
arrendsoja116,203.42000000000002
arrendsorgo16,203.42000000000002
arrendsoja216,122.05200000000002
arrendtrigo16,81.36800000000001
arrendcebada16,81.36800000000001
